Aktuellezeit,Ort,Beschreibung,Aktuelletemperatur
2021-03-05 12:00:26.796196,Salzburg,Leichter Regen,2.51°C
2021-03-05 12:01:26.892429,Mumbai,Rauch,32.52°C
2021-03-05 12:02:26.980662,Salzburg,Leichter Regen,2.31°C
2021-03-05 12:03:27.059864,Mumbai,Rauch,32.52°C
2021-03-05 12:04:27.148370,Salzburg,Leichter Regen,2.31°C
2021-03-05 12:05:27.243702,Mumbai,Rauch,32.52°C
2021-03-05 12:06:27.322452,Salzburg,Leichter Regen,2.31°C
2021-03-05 12:07:27.411423,Mumbai,Rauch,32.52°C
2021-03-05 12:08:27.490177,Salzburg,Leichter Regen,2.31°C
2021-03-05 12:09:27.582075,Mumbai,Rauch,32.52°C
2021-03-05 12:10:27.655347,Salzburg,Leichter Regen,2.31°C
2021-03-05 12:11:27.735923,Mumbai,Rauch,32.49°C
2021-03-05 12:12:27.817323,Salzburg,Leichter Regen,2.06°C
2021-03-05 12:13:27.903717,Mumbai,Rauch,32.49°C
2021-03-05 12:14:27.992404,Salzburg,Leichter Regen,2.06°C
2021-03-05 12:15:28.143305,Mumbai,Rauch,32.49°C
2021-03-05 13:28:21.354689,Salzburg,Leichter Regen,2.15°C
2021-03-05 13:29:21.494614,Mumbai,Rauch,30.51°C
2021-03-05 13:30:24.801999,Salzburg,Leichter Regen,2.15°C
2021-03-05 13:31:24.914252,Mumbai,Rauch,30.51°C
2021-03-05 13:32:25.009135,Salzburg,Leichter Regen,2.15°C
2021-03-05 13:33:25.106124,Mumbai,Rauch,30.51°C
2021-03-05 13:34:25.217449,Salzburg,Leichter Regen,2.15°C
2021-03-05 13:35:25.348377,Mumbai,Rauch,30.51°C
2021-03-05 13:36:25.440357,Salzburg,Leichter Regen,2.15°C
2021-03-05 13:37:25.567857,Mumbai,Rauch,30.51°C
2021-03-05 13:38:25.684121,Salzburg,Mäßiger Schnee,2.15°C
2021-03-05 13:39:28.005276,Mumbai,Dunst,29.98°C
2021-03-05 13:40:28.130931,Salzburg,Mäßiger Schnee,2.15°C
2021-03-05 13:41:28.232836,Mumbai,Dunst,29.98°C
2021-03-05 13:42:28.357836,Salzburg,Mäßiger Schnee,2.15°C
2021-03-05 13:43:28.486139,Mumbai,Dunst,29.98°C
2021-03-05 13:44:28.599477,Salzburg,Mäßiger Schnee,2.15°C
2021-03-05 13:45:28.690467,Mumbai,Dunst,29.98°C
2021-03-05 13:46:28.791863,Salzburg,Mäßiger Schnee,2.15°C
2021-03-05 14:23:12.474715,Mumbai,Rauch,30.02°C
2021-03-05 14:24:12.584681,Salzburg,Mäßiger Schnee,1.85°C
2021-03-05 14:25:12.668042,Mumbai,Rauch,30.02°C
2021-03-05 14:26:12.756323,Salzburg,Mäßiger Schnee,1.85°C
2021-03-05 14:27:12.848768,Mumbai,Rauch,30.02°C
2021-03-05 14:28:12.959480,Salzburg,Mäßiger Schnee,1.85°C
2021-03-05 14:29:13.069064,Mumbai,Rauch,30.02°C
2021-03-05 14:30:13.352685,Salzburg,Mäßiger Schnee,1.85°C
2021-03-05 14:31:13.526359,Mumbai,Rauch,30.02°C
2021-03-05 14:32:13.653416,Salzburg,Mäßiger Schnee,1.74°C
2021-03-05 14:33:13.752539,Mumbai,Rauch,30.02°C
2021-03-05 14:34:13.835022,Salzburg,Mäßiger Schnee,1.74°C
2021-03-05 14:35:13.936427,Mumbai,Rauch,30.02°C
2021-03-05 14:36:14.016388,Salzburg,Mäßiger Schnee,1.74°C
2021-03-05 14:37:14.106325,Mumbai,Rauch,30.02°C
2021-03-05 14:38:14.194975,Salzburg,Mäßiger Schnee,1.74°C
2021-03-05 14:39:14.284858,Mumbai,Rauch,30.02°C
2021-03-05 14:40:14.392728,Salzburg,Mäßiger Schnee,1.74°C
2021-03-05 14:41:14.490223,Mumbai,Rauch,30.04°C
2021-03-05 14:42:14.597097,Salzburg,Mäßiger Schnee,1.74°C
2021-03-05 14:43:14.690906,Mumbai,Rauch,30.04°C
2021-03-05 14:44:14.816100,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:45:14.947539,Mumbai,Rauch,30.04°C
2021-03-05 14:46:15.067620,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:47:15.179627,Mumbai,Rauch,30.04°C
2021-03-05 14:48:15.284345,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:49:15.389761,Mumbai,Rauch,30.04°C
2021-03-05 14:50:15.510575,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:51:15.624262,Mumbai,Rauch,30.03°C
2021-03-05 14:52:15.721146,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:53:15.818710,Mumbai,Rauch,30.03°C
2021-03-05 14:54:15.922212,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:55:16.020944,Mumbai,Rauch,30.03°C
2021-03-05 14:56:16.205132,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:57:16.295005,Mumbai,Rauch,30.03°C
2021-03-05 14:58:16.390720,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 14:59:16.541098,Mumbai,Rauch,30.03°C
2021-03-05 15:00:19.923271,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 15:01:20.011524,Mumbai,Rauch,30.04°C
2021-03-05 15:02:20.111343,Salzburg,Mäßiger Schnee,1.64°C
2021-03-05 15:03:20.215455,Mumbai,Rauch,30.04°C
2021-03-05 15:04:20.319188,Salzburg,Mäßiger Schnee,1.54°C
2021-03-05 15:05:20.505363,Mumbai,Rauch,30.04°C
2021-03-05 15:06:20.604359,Salzburg,Mäßiger Schnee,1.54°C
2021-03-05 15:07:20.705102,Mumbai,Rauch,30.04°C
2021-03-05 15:08:20.806042,Salzburg,Mäßiger Schnee,1.54°C
2021-03-05 15:09:20.916503,Mumbai,Rauch,30.04°C
2021-03-05 15:10:21.022800,Salzburg,Mäßiger Schnee,1.54°C
2021-03-05 15:11:21.119004,Mumbai,Rauch,31.00°C
2021-03-05 15:12:21.215893,Salzburg,Mäßiger Schnee,1.54°C
2021-03-05 15:13:21.313558,Mumbai,Rauch,31.00°C
2021-03-05 15:14:21.450075,Salzburg,Mäßiger Schnee,1.43°C
2021-03-05 15:15:21.552949,Mumbai,Rauch,31.00°C
2021-03-05 15:16:21.652118,Salzburg,Mäßiger Schnee,1.43°C
2021-03-05 15:17:21.750569,Mumbai,Rauch,31.00°C
2021-03-05 15:18:21.843515,Salzburg,Mäßiger Schnee,1.43°C
2021-03-05 15:19:22.004132,Mumbai,Rauch,31.00°C
2021-03-05 15:20:22.105652,Salzburg,Mäßiger Schnee,1.43°C
2021-03-05 15:21:22.202622,Mumbai,Rauch,30.00°C
2021-03-05 15:22:22.297451,Salzburg,Mäßiger Schnee,1.43°C
2021-03-05 15:23:22.431103,Mumbai,Rauch,30.00°C
2021-03-05 15:24:22.547667,Salzburg,Schnee,1.64°C
2021-03-05 15:25:22.636510,Mumbai,Rauch,30.00°C
2021-03-05 15:26:22.742611,Salzburg,Schnee,1.64°C
2021-03-05 15:27:22.837116,Mumbai,Rauch,30.00°C
2021-03-05 15:28:22.935398,Salzburg,Schnee,1.64°C
2021-03-05 15:29:23.052460,Mumbai,Rauch,30.00°C
2021-03-05 15:30:23.152309,Salzburg,Schnee,1.64°C
2021-03-06 10:32:01.113224,Mumbai,Rauch,30.51°C
2021-03-06 10:33:01.244342,Salzburg,Ein paar Wolken,0.40°C
2021-03-06 10:34:01.377405,Mumbai,Rauch,30.51°C
2021-03-06 12:04:34.199432,Salzburg,Ein paar Wolken,3.18°C
2021-03-06 12:05:34.272737,Mumbai,Rauch,30.51°C
2021-03-06 12:06:34.381838,Salzburg,Ein paar Wolken,3.18°C
2021-03-06 12:07:34.456499,Mumbai,Rauch,30.51°C
2021-03-06 12:08:34.532950,Salzburg,Ein paar Wolken,3.18°C
2021-03-06 12:09:34.610911,Mumbai,Rauch,30.51°C
2021-03-06 12:10:34.709959,Salzburg,Ein paar Wolken,3.18°C
2021-03-06 12:11:34.777289,Mumbai,Rauch,30.51°C
2021-03-06 12:12:34.857090,Salzburg,Ein paar Wolken,3.18°C
2021-03-06 12:13:34.942282,Mumbai,Rauch,30.51°C
2021-03-06 12:14:35.014977,Salzburg,Ein paar Wolken,3.19°C
2021-03-06 12:15:35.103029,Mumbai,Dunst,30.50°C
2021-03-06 12:16:35.198469,Salzburg,Ein paar Wolken,3.19°C
2021-03-06 12:17:35.284408,Mumbai,Dunst,30.50°C
2021-03-06 12:18:35.370463,Salzburg,Ein paar Wolken,3.19°C
2021-03-06 12:19:35.457840,Mumbai,Dunst,30.50°C
2021-03-08 08:11:31.966764,Salzburg,Überwiegend bewölkt,1.60°C
2021-03-08 08:12:32.075591,Mumbai,Rauch,32.01°C
2021-03-08 08:13:32.155791,Salzburg,Überwiegend bewölkt,1.60°C
2021-03-08 08:14:32.243206,Mumbai,Rauch,32.01°C
2021-03-08 08:15:32.332868,Salzburg,Überwiegend bewölkt,1.60°C
2021-03-08 08:16:32.425808,Mumbai,Rauch,32.01°C
2021-03-08 08:17:32.519339,Salzburg,Überwiegend bewölkt,1.60°C
2021-03-08 08:18:32.631975,Mumbai,Rauch,32.01°C
2021-03-08 08:19:32.723945,Salzburg,Überwiegend bewölkt,1.60°C
2021-03-08 08:20:32.817838,Mumbai,Rauch,32.01°C
2021-03-08 08:21:32.928523,Salzburg,Überwiegend bewölkt,1.71°C
2021-03-08 08:22:36.269766,Mumbai,Rauch,32.01°C
2021-03-08 08:23:36.370576,Salzburg,Überwiegend bewölkt,1.71°C
2021-03-08 08:24:36.465212,Mumbai,Rauch,32.01°C
2021-03-08 08:25:36.559796,Salzburg,Überwiegend bewölkt,1.71°C
2021-03-08 08:26:36.656066,Mumbai,Rauch,32.01°C
2021-03-08 08:27:36.747278,Salzburg,Überwiegend bewölkt,1.71°C
2021-03-08 08:28:36.850951,Mumbai,Rauch,32.01°C
2021-03-08 08:29:36.936415,Salzburg,Überwiegend bewölkt,1.71°C
2021-03-08 08:30:37.021008,Mumbai,Rauch,32.01°C
2021-03-08 08:31:37.154974,Salzburg,Überwiegend bewölkt,1.68°C
2021-03-08 08:32:37.297415,Mumbai,Rauch,32.01°C
2021-03-08 08:33:37.393089,Salzburg,Überwiegend bewölkt,1.68°C
2021-03-08 08:34:37.491809,Mumbai,Rauch,32.01°C
2021-03-08 08:35:37.593857,Salzburg,Überwiegend bewölkt,1.68°C
2021-03-08 08:36:37.689982,Mumbai,Rauch,32.01°C
2021-03-08 08:37:37.811397,Salzburg,Überwiegend bewölkt,1.70°C
2021-03-08 08:38:37.910522,Mumbai,Rauch,32.01°C
2021-03-08 08:39:38.007664,Salzburg,Überwiegend bewölkt,1.70°C
2021-03-08 08:40:38.127993,Mumbai,Rauch,32.01°C
2021-03-08 08:41:38.219165,Salzburg,Überwiegend bewölkt,1.70°C
2021-03-08 08:42:38.308736,Mumbai,Rauch,32.01°C
2021-03-08 08:43:38.399599,Salzburg,Überwiegend bewölkt,1.70°C
2021-03-08 08:44:38.506616,Mumbai,Rauch,32.01°C
2021-03-08 08:45:38.587966,Salzburg,Überwiegend bewölkt,1.70°C
2021-03-08 08:46:38.680152,Mumbai,Rauch,32.01°C
2021-03-08 08:47:38.794309,Salzburg,Überwiegend bewölkt,1.69°C
2021-03-08 08:48:38.903604,Mumbai,Rauch,32.01°C
2021-03-08 08:49:38.994131,Salzburg,Überwiegend bewölkt,1.69°C
2021-03-08 08:50:39.082903,Mumbai,Rauch,32.01°C
2021-03-08 08:51:39.168629,Salzburg,Überwiegend bewölkt,1.69°C
2021-03-08 08:52:39.262727,Mumbai,Rauch,32.01°C
2021-03-08 08:53:39.347593,Salzburg,Überwiegend bewölkt,1.69°C
2021-03-08 08:54:39.466249,Mumbai,Rauch,32.01°C
2021-03-08 08:55:39.559019,Salzburg,Überwiegend bewölkt,1.69°C
2021-03-08 08:56:39.649220,Mumbai,Rauch,32.01°C
2021-03-08 08:57:39.742663,Salzburg,Überwiegend bewölkt,1.89°C
2021-03-08 08:58:39.842495,Mumbai,Rauch,32.01°C
2021-03-08 08:59:39.926631,Salzburg,Überwiegend bewölkt,1.89°C
2021-03-08 09:00:40.008467,Mumbai,Rauch,32.01°C
2021-03-08 09:01:40.095614,Salzburg,Überwiegend bewölkt,1.89°C
2021-03-08 09:02:40.187922,Mumbai,Rauch,32.01°C
2021-03-08 09:03:40.272254,Salzburg,Überwiegend bewölkt,1.89°C
2021-03-08 09:04:40.363005,Mumbai,Rauch,32.01°C
2021-03-08 09:05:40.451671,Salzburg,Überwiegend bewölkt,1.89°C
2021-03-08 09:06:40.546593,Mumbai,Rauch,32.01°C
2021-03-08 09:07:40.647883,Salzburg,Überwiegend bewölkt,1.63°C
2021-03-08 09:08:40.734002,Mumbai,Rauch,32.01°C
2021-03-08 09:09:40.818146,Salzburg,Überwiegend bewölkt,1.63°C
2021-03-08 09:10:40.914780,Mumbai,Rauch,32.01°C
2021-03-08 09:11:41.015619,Salzburg,Überwiegend bewölkt,1.63°C
2021-03-08 09:12:41.112462,Mumbai,Rauch,32.01°C
2021-03-08 09:13:41.211254,Salzburg,Überwiegend bewölkt,1.63°C
2021-03-08 09:14:41.303303,Mumbai,Rauch,32.01°C
2021-03-08 09:15:41.388423,Salzburg,Überwiegend bewölkt,1.63°C
2021-03-08 09:16:41.563573,Mumbai,Rauch,32.01°C
2021-03-08 09:17:41.651322,Salzburg,Überwiegend bewölkt,1.65°C
2021-03-08 09:18:41.745492,Mumbai,Rauch,32.01°C
2021-03-08 09:19:41.825138,Salzburg,Überwiegend bewölkt,1.65°C
2021-03-08 09:20:41.917930,Mumbai,Rauch,32.01°C
2021-03-08 09:21:41.998080,Salzburg,Überwiegend bewölkt,1.65°C
2021-03-08 09:22:42.084733,Mumbai,Rauch,32.01°C
2021-03-08 09:23:42.166150,Salzburg,Überwiegend bewölkt,1.65°C
2021-03-08 09:24:42.261934,Mumbai,Rauch,32.01°C
2021-03-08 09:25:42.360415,Salzburg,Überwiegend bewölkt,1.65°C
2021-03-08 09:26:42.455584,Mumbai,Rauch,32.01°C
2021-03-08 09:27:42.555347,Salzburg,Überwiegend bewölkt,1.75°C
2021-03-08 09:28:43.002366,Mumbai,Rauch,32.52°C
2021-03-08 09:29:43.089378,Salzburg,Überwiegend bewölkt,1.75°C
2021-03-08 09:30:43.170982,Mumbai,Rauch,32.52°C
2021-03-08 09:31:43.258932,Salzburg,Überwiegend bewölkt,1.75°C
2021-03-08 09:32:43.363190,Mumbai,Rauch,32.52°C
2021-03-08 09:33:43.517834,Salzburg,Überwiegend bewölkt,1.75°C
2021-03-08 09:34:43.614087,Mumbai,Rauch,32.52°C
2021-03-08 09:35:43.702081,Salzburg,Überwiegend bewölkt,1.75°C
2021-03-08 09:36:43.825309,Mumbai,Rauch,32.52°C
2021-03-08 09:37:43.937100,Salzburg,Überwiegend bewölkt,1.64°C
2021-03-08 09:38:44.026967,Mumbai,Rauch,32.52°C
2021-03-08 09:39:44.124479,Salzburg,Überwiegend bewölkt,1.64°C
2021-03-08 09:40:44.209116,Mumbai,Rauch,32.52°C
2021-03-08 09:41:44.317926,Salzburg,Überwiegend bewölkt,1.64°C
2021-03-08 09:42:44.466542,Mumbai,Rauch,32.52°C
2021-03-08 09:43:44.665258,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:44:44.772780,Mumbai,Rauch,32.52°C
2021-03-08 09:45:44.907189,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:46:44.998043,Mumbai,Rauch,32.52°C
2021-03-08 09:47:45.087157,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:48:45.236795,Mumbai,Rauch,32.52°C
2021-03-08 09:49:45.312613,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:50:45.413665,Mumbai,Rauch,32.52°C
2021-03-08 09:51:45.547714,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:52:45.644743,Mumbai,Rauch,31.51°C
2021-03-08 09:53:45.782398,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:54:45.886495,Mumbai,Rauch,31.51°C
2021-03-08 09:55:45.984607,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:56:46.065497,Mumbai,Rauch,31.51°C
2021-03-08 09:57:46.176125,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 09:58:46.284250,Mumbai,Rauch,31.51°C
2021-03-08 09:59:46.384959,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 10:00:46.495576,Mumbai,Rauch,31.51°C
2021-03-08 10:01:46.591126,Salzburg,Überwiegend bewölkt,1.85°C
2021-03-08 10:02:46.697215,Mumbai,Rauch,31.51°C
2021-03-08 10:03:46.793678,Salzburg,Überwiegend bewölkt,1.96°C
2021-03-08 10:04:46.890187,Mumbai,Rauch,31.51°C
2021-03-08 10:05:46.977804,Salzburg,Überwiegend bewölkt,1.96°C
2021-03-08 10:06:47.069007,Mumbai,Rauch,31.51°C
2021-03-08 10:07:47.179627,Salzburg,Überwiegend bewölkt,1.96°C
2021-03-08 10:08:47.280165,Mumbai,Rauch,31.51°C
2021-03-08 10:09:47.375896,Salzburg,Überwiegend bewölkt,1.96°C
2021-03-08 10:10:47.465892,Mumbai,Rauch,31.51°C
2021-03-08 10:11:47.611522,Salzburg,Überwiegend bewölkt,1.96°C
2021-03-08 10:12:47.720076,Mumbai,Rauch,32.03°C
2021-03-08 10:13:47.812589,Salzburg,Überwiegend bewölkt,2.32°C
2021-03-08 10:14:47.894691,Mumbai,Rauch,32.03°C
2021-03-08 10:15:47.988076,Salzburg,Überwiegend bewölkt,2.32°C
2021-03-08 10:16:48.074358,Mumbai,Rauch,32.03°C
2021-03-08 10:17:48.162167,Salzburg,Überwiegend bewölkt,2.32°C
2021-03-08 10:18:48.267338,Mumbai,Rauch,32.03°C
2021-03-08 10:19:48.368014,Salzburg,Überwiegend bewölkt,2.32°C
2021-03-08 10:20:48.476225,Mumbai,Rauch,32.03°C
2021-03-08 10:21:48.557858,Salzburg,Überwiegend bewölkt,2.32°C
2021-03-08 10:22:48.665380,Mumbai,Rauch,32.01°C
2021-03-08 10:23:48.805547,Salzburg,Überwiegend bewölkt,2.71°C
2021-03-08 10:24:48.884250,Mumbai,Rauch,32.01°C
2021-03-08 10:25:48.975062,Salzburg,Überwiegend bewölkt,2.71°C
2021-03-08 10:26:49.085625,Mumbai,Rauch,32.01°C
2021-03-08 10:27:49.196655,Salzburg,Überwiegend bewölkt,2.71°C
2021-03-08 10:28:49.295763,Mumbai,Rauch,32.01°C
2021-03-08 10:29:49.393901,Salzburg,Überwiegend bewölkt,2.71°C
2021-03-08 10:30:49.498031,Mumbai,Rauch,32.01°C
2021-03-08 10:31:49.615563,Salzburg,Überwiegend bewölkt,2.71°C
2021-03-08 10:32:49.720469,Mumbai,Rauch,32.01°C
2021-03-08 10:33:49.850405,Salzburg,Überwiegend bewölkt,2.72°C
2021-03-08 10:34:49.946055,Mumbai,Rauch,32.01°C
2021-03-08 10:35:50.028412,Salzburg,Überwiegend bewölkt,2.72°C
2021-03-08 10:36:50.130720,Mumbai,Rauch,32.01°C
2021-03-08 10:37:50.242103,Salzburg,Überwiegend bewölkt,2.72°C
2021-03-08 10:38:50.338844,Mumbai,Rauch,32.01°C
2021-03-08 10:39:50.459010,Salzburg,Überwiegend bewölkt,3.34°C
2021-03-08 10:40:50.579584,Mumbai,Rauch,32.01°C
2021-03-08 10:41:50.679632,Salzburg,Überwiegend bewölkt,3.34°C
2021-03-08 10:42:50.766587,Mumbai,Rauch,32.01°C
2021-03-08 10:43:50.855038,Salzburg,Überwiegend bewölkt,3.34°C
2021-03-08 10:44:50.946232,Mumbai,Rauch,32.01°C
2021-03-08 10:45:51.100168,Salzburg,Überwiegend bewölkt,3.34°C
2021-03-08 10:46:51.192816,Mumbai,Rauch,32.01°C
2021-03-08 10:47:51.304736,Salzburg,Überwiegend bewölkt,3.34°C
2021-03-08 10:48:51.399913,Mumbai,Rauch,32.01°C
2021-03-08 10:49:51.503084,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 10:50:51.605575,Mumbai,Rauch,32.03°C
2021-03-08 10:51:51.739997,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 10:52:51.840896,Mumbai,Rauch,32.03°C
2021-03-08 10:53:51.918813,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 10:54:52.011737,Mumbai,Rauch,32.03°C
2021-03-08 10:55:52.114232,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 10:56:52.191995,Mumbai,Rauch,32.03°C
2021-03-08 10:57:52.300723,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 10:58:52.409840,Mumbai,Rauch,32.03°C
2021-03-08 10:59:52.523805,Salzburg,Überwiegend bewölkt,3.22°C
2021-03-08 11:00:52.798565,Mumbai,Rauch,32.01°C
2021-03-08 11:01:52.900129,Salzburg,Überwiegend bewölkt,3.22°C
2021-03-08 11:02:52.995219,Mumbai,Rauch,32.01°C
2021-03-08 11:03:53.092640,Salzburg,Überwiegend bewölkt,3.22°C
2021-03-08 11:04:53.182475,Mumbai,Rauch,32.01°C
2021-03-08 11:05:53.264495,Salzburg,Überwiegend bewölkt,3.22°C
2021-03-08 11:06:53.382837,Mumbai,Rauch,32.01°C
2021-03-08 11:07:53.477166,Salzburg,Überwiegend bewölkt,3.22°C
2021-03-08 11:08:53.559887,Mumbai,Rauch,32.01°C
2021-03-08 11:09:53.672820,Salzburg,Überwiegend bewölkt,3.23°C
2021-03-08 11:10:53.769855,Mumbai,Rauch,32.01°C
2021-03-08 11:11:53.860550,Salzburg,Überwiegend bewölkt,3.23°C
2021-03-08 11:12:53.954610,Mumbai,Rauch,32.01°C
2021-03-08 11:13:54.050052,Salzburg,Überwiegend bewölkt,3.23°C
2021-03-08 11:14:54.164225,Mumbai,Rauch,32.01°C
2021-03-08 11:15:54.250346,Salzburg,Überwiegend bewölkt,3.23°C
2021-03-08 11:16:54.339808,Mumbai,Rauch,32.01°C
2021-03-08 11:17:54.433880,Salzburg,Überwiegend bewölkt,3.23°C
2021-03-08 11:18:54.529557,Mumbai,Rauch,32.01°C
2021-03-08 11:19:54.646794,Salzburg,Überwiegend bewölkt,3.10°C
2021-03-08 11:20:54.809892,Mumbai,Rauch,31.52°C
2021-03-08 11:21:54.910803,Salzburg,Überwiegend bewölkt,3.10°C
2021-03-08 11:22:54.995714,Mumbai,Rauch,31.52°C
2021-03-08 11:23:55.098619,Salzburg,Überwiegend bewölkt,3.10°C
2021-03-08 11:24:55.197654,Mumbai,Rauch,31.52°C
2021-03-08 11:25:55.286963,Salzburg,Überwiegend bewölkt,3.10°C
2021-03-08 11:26:55.402725,Mumbai,Rauch,31.52°C
2021-03-08 11:27:55.482859,Salzburg,Überwiegend bewölkt,3.10°C
2021-03-08 11:28:55.587963,Mumbai,Rauch,31.52°C
2021-03-08 11:29:55.681563,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 11:30:55.791261,Mumbai,Rauch,31.52°C
2021-03-08 11:31:55.964067,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 11:32:56.055468,Mumbai,Rauch,31.52°C
2021-03-08 11:33:56.148303,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 11:34:56.224499,Mumbai,Rauch,31.52°C
2021-03-08 11:35:56.325654,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 11:36:56.432930,Mumbai,Rauch,31.52°C
2021-03-08 11:37:56.516559,Salzburg,Überwiegend bewölkt,3.04°C
2021-03-08 11:38:56.613873,Mumbai,Rauch,31.52°C
2021-03-08 11:39:56.754312,Salzburg,Überwiegend bewölkt,3.80°C
2021-03-08 11:40:56.880211,Mumbai,Rauch,31.99°C
2021-03-08 11:41:56.977476,Salzburg,Überwiegend bewölkt,3.80°C
2021-03-08 11:42:57.055468,Mumbai,Rauch,31.99°C
2021-03-08 11:43:57.164310,Salzburg,Überwiegend bewölkt,3.80°C
2021-03-08 11:44:57.248768,Mumbai,Rauch,31.99°C
2021-03-08 11:45:57.344686,Salzburg,Überwiegend bewölkt,3.80°C
2021-03-08 11:46:57.442883,Mumbai,Rauch,31.99°C
2021-03-08 11:47:57.533704,Salzburg,Überwiegend bewölkt,3.80°C
2021-03-08 11:48:57.634677,Mumbai,Rauch,31.99°C
2021-03-08 11:49:57.723130,Salzburg,Überwiegend bewölkt,4.29°C
2021-03-08 11:50:57.918190,Mumbai,Rauch,32.52°C
2021-03-08 11:51:58.000687,Salzburg,Überwiegend bewölkt,4.29°C
2021-03-08 11:52:58.100164,Mumbai,Rauch,32.52°C
2021-03-08 11:53:58.184507,Salzburg,Überwiegend bewölkt,4.29°C
2021-03-08 11:54:58.320337,Mumbai,Rauch,32.52°C
2021-03-08 11:55:58.414926,Salzburg,Überwiegend bewölkt,4.29°C
2021-03-08 11:56:58.517692,Mumbai,Rauch,32.52°C
2021-03-08 11:57:58.624245,Salzburg,Überwiegend bewölkt,4.29°C
2021-03-08 11:58:58.724388,Mumbai,Rauch,32.52°C
2021-03-08 11:59:58.840622,Salzburg,Überwiegend bewölkt,4.46°C
2021-03-08 12:00:58.943376,Mumbai,Rauch,32.52°C
2021-03-08 12:01:59.041137,Salzburg,Überwiegend bewölkt,4.46°C
2021-03-08 12:02:59.143068,Mumbai,Rauch,32.52°C
2021-03-08 12:03:59.223232,Salzburg,Überwiegend bewölkt,4.46°C
2021-03-08 12:04:59.325187,Mumbai,Rauch,32.52°C
2021-03-08 12:05:59.408994,Salzburg,Überwiegend bewölkt,4.46°C
2021-03-08 12:06:59.491637,Mumbai,Rauch,32.52°C
2021-03-08 12:07:59.590519,Salzburg,Überwiegend bewölkt,4.46°C
2021-03-08 12:08:59.673454,Mumbai,Rauch,32.52°C
2021-03-08 12:09:59.868262,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:10:59.992240,Mumbai,Rauch,32.52°C
2021-03-08 12:12:00.082202,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:13:00.178174,Mumbai,Rauch,32.52°C
2021-03-08 12:14:00.279015,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:15:00.503652,Mumbai,Rauch,32.52°C
2021-03-08 12:16:00.590987,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:17:00.691950,Mumbai,Rauch,32.52°C
2021-03-08 12:18:00.771835,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:19:00.881926,Mumbai,Rauch,32.52°C
2021-03-08 12:20:02.213785,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:21:02.320920,Mumbai,Rauch,31.52°C
2021-03-08 12:22:02.403764,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:23:02.660537,Mumbai,Rauch,31.52°C
2021-03-08 12:24:02.757371,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:25:03.980582,Mumbai,Rauch,31.52°C
2021-03-08 12:26:04.066280,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:27:04.162156,Mumbai,Rauch,31.52°C
2021-03-08 12:28:04.246495,Salzburg,Mäßig bewölkt,5.01°C
2021-03-08 12:29:04.361713,Mumbai,Rauch,31.52°C
2021-03-08 12:30:12.829252,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:31:12.946852,Mumbai,Rauch,31.52°C
2021-03-08 12:32:13.045899,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:33:13.138493,Mumbai,Rauch,31.52°C
2021-03-08 12:34:13.224939,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:35:13.330382,Mumbai,Rauch,31.52°C
